Bill ID,Con ID,Bill Type,Previous Reading,Current Reading,Reading Date,Consumption,Current Due,Paid Flag
7180,911,1,4285,4310,2010-08-01,25,35.00,1
7181,912,1,7425,7469,2010-08-01,44,73.00,1
7182,913,1,1124,1167,2010-08-01,43,71.00,1
7183,914,1,2314,2326,2010-08-01,12,25.00,1
7184,915,1,3238,3264,2010-08-01,26,37.00,1
7185,916,1,4940,4966,2010-08-01,26,37.00,1
7186,917,1,2965,2976,2010-08-01,11,25.00,1
7187,918,1,4150,4168,2010-08-01,18,25.00,1
7188,919,1,8298,8310,2010-08-01,12,25.00,1
7189,920,1,576,605,2010-08-01,29,43.00,1
7190,921,1,1921,1936,2010-08-01,15,25.00,1
7191,922,1,1252,1265,2010-08-01,13,25.00,1
7192,923,1,4148,4198,2010-08-01,50,85.00,1
7193,841,1,6870,6886,2010-08-01,16,25.00,1
7194,925,1,2684,2686,2010-08-01,2,25.00,1
7195,926,1,16546,16616,2010-08-01,70,125.00,1
7196,736,1,2868,2878,2010-08-01,10,25.00,1
7197,929,1,9088,9261,2010-08-01,173,331.00,1
7198,930,1,2881,2892,2010-08-01,11,25.00,1
7199,931,1,4048,4077,2010-08-01,29,43.00,1
7200,932,1,3643,3644,2010-08-01,1,25.00,1
7201,933,1,1801,1808,2010-08-01,7,25.00,1
7202,934,1,2377,2381,2010-08-01,4,25.00,1
7203,998,1,72,73,2010-08-01,1,25.00,1
7204,935,1,1965,1966,2010-08-01,1,25.00,1
7205,936,1,7827,8098,2010-08-01,271,527.00,1
7206,937,1,9389,9460,2010-08-01,71,127.00,1
7207,938,1,5123,5151,2010-08-01,28,41.00,1
7208,573,1,1013,1014,2010-08-01,1,25.00,1
7209,574,1,315,355,2010-08-01,40,65.00,1
7210,577,1,3244,3245,2010-08-01,1,25.00,1
7211,579,1,1680,1705,2010-08-01,25,35.00,1
7212,582,1,4671,4672,2010-08-01,1,25.00,1
7213,583,1,2967,2968,2010-08-01,1,25.00,1
7214,584,1,2889,2890,2010-08-01,1,25.00,1
7215,586,1,3798,3830,2010-08-01,32,49.00,1
7216,587,1,8626,8698,2010-08-01,72,129.00,1
7217,588,1,2279,2301,2010-08-01,22,29.00,1
7218,589,1,239,260,2010-08-01,21,27.00,1
7219,590,1,3210,3211,2010-08-01,1,25.00,1
7220,591,1,3346,3396,2010-08-01,50,85.00,1
7221,593,1,2769,2804,2010-08-01,35,55.00,1
7222,594,1,3587,3604,2010-08-01,17,25.00,1
7223,596,1,2151,2196,2010-08-01,45,75.00,1
7224,599,1,1453,1608,2010-08-01,155,295.00,1
7225,601,1,8743,8744,2010-08-01,1,25.00,1
7226,604,1,1679,1698,2010-08-01,19,25.00,1
7227,609,1,1290,1302,2010-08-01,12,25.00,1
7228,612,1,3532,3580,2010-08-01,48,81.00,1
7229,614,1,4805,4845,2010-08-01,40,65.00,1
7230,615,1,1479,1517,2010-08-01,38,61.00,1
7231,616,1,2966,3002,2010-08-01,36,57.00,1
7232,619,1,2364,2365,2010-08-01,1,25.00,1
7233,620,1,1290,1317,2010-08-01,27,39.00,1
7234,623,1,1424,1478,2010-08-01,54,93.00,1
7235,1163,1,2,32,2010-08-01,30,45.00,1
7236,448,1,1948,1949,2010-08-01,1,25.00,1
7237,450,1,2939,2940,2010-08-01,1,25.00,1
7238,452,1,4069,4090,2010-08-01,21,27.00,1
7239,454,1,3251,3262,2010-08-01,11,25.00,1
7240,456,1,4798,4799,2010-08-01,1,25.00,1
7241,458,1,488,489,2010-08-01,1,25.00,0
7242,460,1,2865,2888,2010-08-01,23,31.00,1
7243,461,1,3331,3491,2010-08-01,160,305.00,1
7244,463,1,2559,2560,2010-08-01,1,25.00,1
7245,465,1,4249,4261,2010-08-01,12,25.00,1
7246,466,1,2592,2593,2010-08-01,1,25.00,1
7247,467,1,12,13,2010-08-01,1,25.00,1
7248,469,1,4522,4578,2010-08-01,56,97.00,1
7249,471,1,2068,2069,2010-08-01,1,25.00,1
7250,472,1,3814,3839,2010-08-01,25,35.00,1
7251,474,1,560,566,2010-08-01,6,25.00,1
7252,476,1,9846,9847,2010-08-01,1,25.00,1
7253,478,1,1617,1618,2010-08-01,1,25.00,1
7254,479,1,4705,4725,2010-08-01,20,25.00,1
7255,480,1,2597,2598,2010-08-01,1,25.00,1
7256,482,1,154,155,2010-08-01,1,25.00,1
7257,484,1,3523,3569,2010-08-01,46,77.00,1
7258,485,1,3388,3389,2010-08-01,1,25.00,1
7259,487,1,1970,1971,2010-08-01,1,25.00,1
7260,488,1,2894,2914,2010-08-01,20,25.00,1
7261,490,1,2150,2238,2010-08-01,88,161.00,1
7262,497,1,3884,3893,2010-08-01,9,25.00,1
7263,498,1,1453,1477,2010-08-01,24,33.00,1
7264,1090,1,4862,4901,2010-08-01,39,63.00,1
7265,503,1,4195,4201,2010-08-01,6,25.00,1
7266,506,1,2701,2702,2010-08-01,1,25.00,1
7267,509,1,957,979,2010-08-01,22,29.00,1
7268,511,1,14,15,2010-08-01,1,25.00,1
7269,512,1,504,514,2010-08-01,10,25.00,1
7270,515,1,1047,1048,2010-08-01,1,25.00,0
7271,517,1,4400,4441,2010-08-01,41,67.00,1
7272,519,1,1656,1676,2010-08-01,20,25.00,1
7273,522,1,303,310,2010-08-01,7,25.00,1
7274,525,1,4269,4288,2010-08-01,19,25.00,1
7275,526,1,4544,4586,2010-08-01,42,69.00,1
7276,528,1,2057,2094,2010-08-01,37,59.00,1
7277,530,1,2965,3025,2010-08-01,60,105.00,1
7278,533,1,2784,2809,2010-08-01,25,35.00,1
7279,538,1,4993,4994,2010-08-01,1,25.00,1
7280,540,1,261,282,2010-08-01,21,27.00,1
7281,541,1,547,567,2010-08-01,20,25.00,1
7282,544,1,583,598,2010-08-01,15,25.00,1
7283,546,1,428,452,2010-08-01,24,33.00,1
7284,548,1,2951,2961,2010-08-01,10,25.00,1
7285,549,1,4450,4468,2010-08-01,18,25.00,1
7286,551,1,3220,3244,2010-08-01,24,33.00,1
7287,553,1,1228,1262,2010-08-01,34,53.00,1
7288,554,1,1322,1340,2010-08-01,18,25.00,1
7289,556,1,820,830,2010-08-01,10,25.00,1
7290,558,1,547,571,2010-08-01,24,33.00,1
7291,585,1,1462,1490,2010-08-01,28,41.00,1
7292,561,1,1209,1307,2010-08-01,98,181.00,1
7293,563,1,1414,1459,2010-08-01,45,75.00,1
7294,565,1,1172,1184,2010-08-01,12,25.00,1
7295,627,1,1353,1397,2010-08-01,44,73.00,1
7296,628,1,1211,1220,2010-08-01,9,25.00,1
7297,629,1,274,292,2010-08-01,18,25.00,1
7298,630,1,2897,2984,2010-08-01,87,159.00,1
7299,631,1,1493,1501,2010-08-01,8,25.00,1
7300,634,1,1307,1340,2010-08-01,33,51.00,1
7301,1096,1,446,577,2010-08-01,131,247.00,1
7302,569,1,6414,6437,2010-08-01,23,31.00,1
7303,567,1,1022,1042,2010-08-01,20,25.00,1
7304,571,1,1223,1238,2010-08-01,15,25.00,1
7305,575,1,2468,2481,2010-08-01,13,25.00,1
7306,576,1,4350,4424,2010-08-01,74,133.00,1
7307,578,1,58,68,2010-08-01,10,25.00,1
7308,580,1,3555,3556,2010-08-01,1,25.00,1
7309,581,1,3118,3152,2010-08-01,34,53.00,1
7310,1155,1,90,119,2010-08-01,29,43.00,1
7311,560,1,984,1023,2010-08-01,39,63.00,1
7312,592,1,2822,2884,2010-08-01,62,109.00,1
7313,595,1,8179,8417,2010-08-01,238,461.00,1
7314,597,1,4734,4735,2010-08-01,1,25.00,1
7315,598,1,1053,1064,2010-08-01,11,25.00,1
7316,600,1,887,914,2010-08-01,27,39.00,1
7317,602,1,678,703,2010-08-01,25,35.00,1
7318,603,1,4408,4467,2010-08-01,59,103.00,1
7319,605,1,13,14,2010-08-01,1,25.00,1
7320,606,1,7666,7765,2010-08-01,99,183.00,1
7321,607,1,3105,3153,2010-08-01,48,81.00,1
7322,927,1,437,438,2010-08-01,1,25.00,1
7323,610,1,1088,1115,2010-08-01,27,39.00,1
7324,611,1,610,636,2010-08-01,26,37.00,1
7325,613,1,2500,2501,2010-08-01,1,25.00,1
7326,617,1,228,251,2010-08-01,23,31.00,1
7327,618,1,14,15,2010-08-01,1,25.00,1
7328,621,1,8636,8702,2010-08-01,66,117.00,1
7329,622,1,9698,9752,2010-08-01,54,93.00,1
7330,624,1,2233,2454,2010-08-01,221,427.00,1
7331,625,1,646,704,2010-08-01,58,101.00,1
7332,626,1,8826,8858,2010-08-01,32,49.00,1
7333,1088,1,1594,1595,2010-08-01,1,25.00,1
7334,669,1,2716,2778,2010-08-01,62,109.00,1
7335,670,1,3300,3308,2010-08-01,8,25.00,1
7336,671,1,3342,3361,2010-08-01,19,25.00,1
7337,1039,1,458,504,2010-08-01,46,77.00,1
7338,680,1,2545,2567,2010-08-01,22,29.00,1
7339,682,1,4024,4094,2010-08-01,70,125.00,1
7340,684,1,1214,1215,2010-08-01,1,25.00,1
7341,685,1,5497,5521,2010-08-01,24,33.00,1
7342,667,1,1331,1427,2010-08-01,96,177.00,1
7343,666,1,2028,2059,2010-08-01,31,47.00,1
7344,665,1,497,498,2010-08-01,1,25.00,1
7345,664,1,2810,2878,2010-08-01,68,121.00,1
7346,646,1,8125,8153,2010-08-01,28,41.00,1
7347,1095,1,59,71,2010-08-01,12,25.00,1
7348,1132,1,181,197,2010-08-01,16,25.00,1
7349,1156,1,58,74,2010-08-01,16,25.00,1
7350,1166,1,0,14,2010-08-01,0,0.00,1
7351,645,1,7950,8004,2010-08-01,54,93.00,1
7352,643,1,9597,9688,2010-08-01,91,167.00,1
7353,642,1,2305,2306,2010-08-01,1,25.00,1
7354,1038,1,916,978,2010-08-01,62,109.00,1
7355,692,1,3666,3667,2010-08-01,1,25.00,1
7356,693,1,6742,6775,2010-08-01,33,51.00,1
7357,1097,1,5,6,2010-08-01,1,25.00,1
7358,638,1,198,199,2010-08-01,1,25.00,1
7359,636,1,3916,3917,2010-08-01,1,25.00,1
7360,633,1,332,359,2010-08-01,27,39.00,1
7361,632,1,3242,3259,2010-08-01,17,25.00,1
7362,322,1,1477,1519,2010-08-01,42,69.00,1
7363,320,1,381,408,2010-08-01,27,39.00,1
7364,313,1,309,318,2010-08-01,9,25.00,1
7365,310,1,680,707,2010-08-01,27,39.00,1
7366,304,1,617,637,2010-08-01,20,25.00,1
7367,307,1,397,426,2010-08-01,29,43.00,1
7368,308,1,3262,3290,2010-08-01,28,41.00,1
7369,300,1,14,15,2010-08-01,1,25.00,1
7370,1140,1,24,25,2010-08-01,1,25.00,1
7371,302,1,716,717,2010-08-01,1,25.00,1
7372,287,1,4176,4244,2010-08-01,68,121.00,1
7373,281,1,6451,6474,2010-08-01,23,31.00,1
7374,276,1,3108,3170,2010-08-01,62,109.00,1
7375,269,1,5513,5526,2010-08-01,13,25.00,1
7376,264,1,4230,4281,2010-08-01,51,87.00,1
7377,1003,1,4950,5025,2010-08-01,75,135.00,1
7378,1009,1,3426,3511,2010-08-01,85,155.00,1
7379,256,1,5011,5012,2010-08-01,1,25.00,1
7380,249,1,98,99,2010-08-01,1,25.00,0
7381,244,1,4545,4604,2010-08-01,59,103.00,1
7382,687,1,856,894,2010-08-01,38,61.00,1
7383,689,1,3791,3857,2010-08-01,66,117.00,1
7384,691,1,15,16,2010-08-01,1,25.00,1
7385,695,1,6207,6208,2010-08-01,1,25.00,1
7386,242,1,1092,1100,2010-08-01,8,25.00,1
7387,238,1,5128,5224,2010-08-01,96,177.00,1
7388,235,1,2949,2980,2010-08-01,31,47.00,1
7389,230,1,223,234,2010-08-01,11,25.00,1
7390,228,1,453,490,2010-08-01,37,59.00,1
7391,226,1,52,54,2010-08-01,2,25.00,1
7392,222,1,1542,1583,2010-08-01,41,67.00,1
7393,218,1,360,401,2010-08-01,41,67.00,1
7394,214,1,302,336,2010-08-01,34,53.00,1
7395,212,1,6294,6372,2010-08-01,78,141.00,1
7396,208,1,2127,2203,2010-08-01,76,137.00,1
7397,1037,1,2885,2910,2010-08-01,25,35.00,1
7398,201,1,1158,1200,2010-08-01,42,69.00,1
7399,1159,1,21,56,2010-08-01,35,55.00,1
7400,198,1,1621,1735,2010-08-01,114,213.00,1
7401,196,1,1196,1197,2010-08-01,1,25.00,1
7402,192,1,1162,1191,2010-08-01,29,43.00,1
7403,184,1,2079,2130,2010-08-01,51,87.00,1
7404,172,1,6203,6237,2010-08-01,34,53.00,1
7405,171,1,18,19,2010-08-01,1,25.00,1
7406,170,1,839,890,2010-08-01,51,87.00,1
7407,169,1,822,872,2010-08-01,50,85.00,1
7408,167,1,5690,5791,2010-08-01,101,187.00,1
7409,164,1,3430,3431,2010-08-01,1,25.00,1
7410,162,1,3347,3348,2010-08-01,1,25.00,1
7411,161,1,2404,2405,2010-08-01,1,25.00,1
7412,159,1,17,18,2010-08-01,1,25.00,1
7413,157,1,2121,2180,2010-08-01,59,103.00,1
7414,155,1,694,782,2010-08-01,88,161.00,1
7415,153,1,881,930,2010-08-01,49,83.00,1
7416,152,1,3605,3606,2010-08-01,1,25.00,1
7417,151,1,580,606,2010-08-01,26,37.00,1
7418,149,1,320,333,2010-08-01,13,25.00,1
7419,148,1,1387,1388,2010-08-01,1,25.00,1
7420,146,1,334,342,2010-08-01,8,25.00,1
7421,143,1,528,554,2010-08-01,26,37.00,1
7422,140,1,4129,4144,2010-08-01,15,25.00,1
7423,138,1,532,570,2010-08-01,38,61.00,1
7424,107,1,4232,4324,2010-08-01,92,169.00,1
7425,105,1,5728,5770,2010-08-01,42,69.00,1
7426,136,1,343,344,2010-08-01,1,25.00,1
7427,133,1,67,68,2010-08-01,1,25.00,1
7428,116,1,414,415,2010-08-01,1,25.00,1
7429,114,1,3450,3451,2010-08-01,1,25.00,1
7430,112,1,2698,2782,2010-08-01,84,153.00,1
7431,110,1,2911,2933,2010-08-01,22,29.00,1
7432,109,1,3395,3415,2010-08-01,20,25.00,1
7433,88,1,285,305,2010-08-01,20,25.00,1
7434,102,1,205,206,2010-08-01,1,25.00,1
7435,1036,1,841,852,2010-08-01,11,25.00,1
7436,1035,1,4858,4859,2010-08-01,1,25.00,1
7437,131,1,3425,3451,2010-08-01,26,37.00,1
7438,128,1,1038,1039,2010-08-01,1,25.00,1
7439,127,1,2585,2597,2010-08-01,12,25.00,1
7440,125,1,2798,2841,2010-08-01,43,71.00,1
7441,121,1,570,620,2010-08-01,50,85.00,1
7442,120,1,3978,3989,2010-08-01,11,25.00,1
7443,118,1,4697,4739,2010-08-01,42,69.00,1
7444,97,1,652,691,2010-08-01,39,63.00,1
7445,96,1,3246,3272,2010-08-01,26,37.00,1
7446,95,1,3078,3137,2010-08-01,59,103.00,1
7447,69,1,2167,2194,2010-08-01,27,39.00,1
7448,71,1,2009,2091,2010-08-01,82,149.00,1
7449,94,1,6148,6617,2010-08-01,469,923.00,1
7450,92,1,3745,3782,2010-08-01,37,59.00,1
7451,90,1,2787,2800,2010-08-01,13,25.00,1
7452,86,1,2527,2540,2010-08-01,13,25.00,1
7453,84,1,4262,4290,2010-08-01,28,41.00,1
7454,56,1,2616,2699,2010-08-01,83,151.00,1
7455,1004,1,1568,1569,2010-08-01,1,25.00,1
7456,1034,1,3649,3679,2010-08-01,30,45.00,1
7457,80,1,3628,3629,2010-08-01,1,25.00,1
7458,78,1,2776,2779,2010-08-01,3,25.00,1
7459,76,1,1781,1818,2010-08-01,37,59.00,1
7460,1099,1,183,200,2010-08-01,17,25.00,1
7461,74,1,3426,3456,2010-08-01,30,45.00,1
7462,62,1,2298,2388,2010-08-01,90,165.00,1
7463,72,1,6518,6519,2010-08-01,1,25.00,1
7464,67,1,1979,1994,2010-08-01,15,25.00,1
7465,64,1,4093,4111,2010-08-01,18,25.00,1
7466,54,1,812,828,2010-08-01,16,25.00,1
7467,52,1,2652,2674,2010-08-01,22,29.00,1
7468,50,1,814,842,2010-08-01,28,41.00,1
7469,47,1,723,767,2010-08-01,44,73.00,1
7470,45,1,1274,1320,2010-08-01,46,77.00,1
7471,16,1,4368,4441,2010-08-01,73,131.00,1
7472,14,1,2231,2310,2010-08-01,79,143.00,1
7473,18,1,3246,3270,2010-08-01,24,33.00,1
7474,24,1,1956,2019,2010-08-01,63,111.00,1
7475,26,1,3060,3113,2010-08-01,53,91.00,1
7476,1098,1,51,73,2010-08-01,22,29.00,1
7477,28,1,1706,1707,2010-08-01,1,25.00,1
7478,61,1,1023,1096,2010-08-01,73,131.00,1
7479,43,1,5,6,2010-08-01,1,25.00,1
7480,35,1,2293,2427,2010-08-01,134,253.00,1
7481,34,1,2321,2427,2010-08-01,106,197.00,1
7482,30,1,2595,2604,2010-08-01,9,25.00,1
7483,22,1,3067,3068,2010-08-01,1,25.00,1
7484,59,1,609,641,2010-08-01,32,49.00,1
7485,21,1,799,809,2010-08-01,10,25.00,1
7486,1136,1,169,218,2010-08-01,49,83.00,1
7487,1160,1,2,28,2010-08-01,26,37.00,1
7488,799,1,1016,1017,2010-08-01,1,25.00,1
7489,130,1,1960,1975,2010-08-01,15,25.00,1
7490,137,1,2213,2238,2010-08-01,25,35.00,1
7491,1031,1,860,867,2010-08-01,7,25.00,1
7492,124,1,1510,1526,2010-08-01,16,25.00,1
7493,1032,1,677,678,2010-08-01,1,25.00,1
7494,188,1,700,701,2010-08-01,1,25.00,1
7495,193,1,1667,1668,2010-08-01,1,25.00,1
7496,203,1,3427,3448,2010-08-01,21,27.00,1
7497,1028,1,69,70,2010-08-01,1,25.00,1
7498,1030,1,4920,4960,2010-08-01,40,65.00,1
7499,213,1,594,596,2010-08-01,2,25.00,1
7500,220,1,746,755,2010-08-01,9,25.00,1
7501,224,1,4918,4947,2010-08-01,29,43.00,1
7502,231,1,1042,1052,2010-08-01,10,25.00,1
7503,237,1,4233,4247,2010-08-01,14,25.00,1
7504,240,1,171,172,2010-08-01,1,25.00,1
7505,245,1,4773,4783,2010-08-01,10,25.00,1
7506,251,1,1233,1247,2010-08-01,14,25.00,1
7507,259,1,482,498,2010-08-01,16,25.00,1
7508,265,1,814,829,2010-08-01,15,25.00,1
7509,1033,1,2361,2380,2010-08-01,19,25.00,1
7510,279,1,991,1011,2010-08-01,20,25.00,1
7511,286,1,5035,5102,2010-08-01,67,119.00,1
7512,293,1,677,696,2010-08-01,19,25.00,1
7513,500,1,1772,1773,2010-08-01,1,25.00,1
7514,505,1,1144,1181,2010-08-01,37,59.00,1
7515,514,1,11,12,2010-08-01,1,25.00,1
7516,524,1,3536,3566,2010-08-01,30,45.00,1
7517,531,1,7371,7408,2010-08-01,37,59.00,1
7518,536,1,3915,3931,2010-08-01,16,25.00,1
7519,543,1,955,981,2010-08-01,26,37.00,1
7520,566,1,1067,1068,2010-08-01,1,25.00,1
7521,767,1,584,615,2010-08-01,31,47.00,1
7522,771,1,2201,2213,2010-08-01,12,25.00,1
7523,775,1,405,407,2010-08-01,2,25.00,1
7524,779,1,5392,5476,2010-08-01,84,153.00,1
7525,780,1,6490,6539,2010-08-01,49,83.00,1
7526,782,1,1154,1155,2010-08-01,1,25.00,1
7527,784,1,5341,5342,2010-08-01,1,25.00,1
7528,785,1,271,280,2010-08-01,9,25.00,1
7529,790,1,1451,1452,2010-08-01,1,25.00,1
7530,999,1,1080,1102,2010-08-01,22,29.00,1
7531,961,1,1630,1657,2010-08-01,27,39.00,1
7532,962,1,2055,2087,2010-08-01,32,49.00,1
7533,955,1,7202,7257,2010-08-01,55,95.00,1
7534,954,1,7332,7333,2010-08-01,1,25.00,1
7535,958,1,1591,1592,2010-08-01,1,25.00,1
7536,959,1,587,617,2010-08-01,30,45.00,1
7537,949,1,4443,4456,2010-08-01,13,25.00,1
7538,952,1,1660,1731,2010-08-01,71,127.00,1
7539,951,1,5023,5051,2010-08-01,28,41.00,1
7540,950,1,1317,1356,2010-08-01,39,63.00,1
7541,1002,1,4673,4877,2010-08-01,204,393.00,1
7542,957,1,1312,1313,2010-08-01,1,25.00,1
7543,956,1,4207,4229,2010-08-01,22,29.00,1
7544,948,1,549,587,2010-08-01,38,61.00,1
7545,947,1,3648,3649,2010-08-01,1,25.00,1
7546,944,1,1661,1672,2010-08-01,11,25.00,1
7547,945,1,8169,8241,2010-08-01,72,129.00,1
7548,787,1,2740,2741,2010-08-01,1,25.00,1
7549,946,1,139,140,2010-08-01,1,25.00,1
7550,942,1,208,209,2010-08-01,1,25.00,1
7551,943,1,236,266,2010-08-01,30,45.00,1
7552,1001,1,887,888,2010-08-01,1,25.00,1
7553,1000,1,1719,1807,2010-08-01,88,161.00,1
7554,940,1,9447,9448,2010-08-01,1,25.00,1
7555,941,1,4279,4329,2010-08-01,50,85.00,1
7556,939,1,3626,3666,2010-08-01,40,65.00,1
7557,539,1,1330,1351,2010-08-01,21,27.00,1
7558,537,1,306,321,2010-08-01,15,25.00,1
7559,532,1,8140,8141,2010-08-01,1,25.00,1
7560,529,1,3597,3610,2010-08-01,13,25.00,1
7561,794,1,7748,7759,2010-08-01,11,25.00,1
7562,535,1,1052,1084,2010-08-01,32,49.00,1
7563,545,1,434,438,2010-08-01,4,25.00,1
7564,547,1,4885,4919,2010-08-01,34,53.00,1
7565,550,1,11,12,2010-08-01,1,25.00,1
7566,552,1,3945,3946,2010-08-01,1,25.00,1
7567,555,1,5527,5568,2010-08-01,41,67.00,1
7568,557,1,4199,4200,2010-08-01,1,25.00,1
7569,559,1,7527,7553,2010-08-01,26,37.00,1
7570,562,1,2287,2372,2010-08-01,85,155.00,1
7571,570,1,233,237,2010-08-01,4,25.00,1
7572,1100,1,41,48,2010-08-01,7,25.00,1
7573,564,1,2249,2250,2010-08-01,1,25.00,1
7574,568,1,6146,6178,2010-08-01,32,49.00,1
7575,572,1,1946,1989,2010-08-01,43,71.00,1
7576,1157,1,3,10,2010-08-01,7,25.00,1
7577,1158,1,99,494,2010-08-01,395,775.00,1
7578,644,1,3112,3156,2010-08-01,44,73.00,1
7579,1051,1,180,230,2010-08-01,50,85.00,1
7580,647,1,1749,1800,2010-08-01,51,87.00,1
7581,653,1,671,683,2010-08-01,12,25.00,1
7582,654,1,1123,1153,2010-08-01,30,45.00,1
7583,651,1,207,210,2010-08-01,3,25.00,1
7584,652,1,2322,2380,2010-08-01,58,101.00,1
7585,1094,1,198,203,2010-08-01,5,25.00,1
7586,648,1,1182,1188,2010-08-01,6,25.00,1
7587,650,1,1441,1452,2010-08-01,11,25.00,1
7588,655,1,2712,2729,2010-08-01,17,25.00,1
7589,1011,1,687,688,2010-08-01,1,25.00,1
7590,656,1,2110,2137,2010-08-01,27,39.00,1
7591,657,1,85,86,2010-08-01,1,25.00,1
7592,658,1,2097,2164,2010-08-01,67,119.00,1
7593,690,1,374,389,2010-08-01,15,25.00,1
7594,659,1,1195,1226,2010-08-01,31,47.00,1
7595,694,1,2700,2727,2010-08-01,27,39.00,1
7596,1012,1,550,559,2010-08-01,9,25.00,1
7597,698,1,1010,1030,2010-08-01,20,25.00,1
7598,661,1,2016,2033,2010-08-01,17,25.00,1
7599,683,1,1182,1188,2010-08-01,6,25.00,1
7600,660,1,1077,1078,2010-08-01,1,25.00,1
7601,662,1,1291,1297,2010-08-01,6,25.00,1
7602,686,1,1717,1748,2010-08-01,31,47.00,1
7603,704,1,2242,2304,2010-08-01,62,109.00,1
7604,688,1,1655,1681,2010-08-01,26,37.00,1
7605,697,1,488,489,2010-08-01,1,25.00,1
7606,699,1,942,960,2010-08-01,18,25.00,1
7607,700,1,274,276,2010-08-01,2,25.00,1
7608,701,1,13,14,2010-08-01,1,25.00,1
7609,703,1,1369,1384,2010-08-01,15,25.00,1
7610,678,1,832,851,2010-08-01,19,25.00,1
7611,1114,1,98,115,2010-08-01,17,25.00,1
7612,1115,1,35,45,2010-08-01,10,25.00,1
7613,1116,1,163,199,2010-08-01,36,57.00,1
7614,1117,1,115,138,2010-08-01,23,31.00,1
7615,1118,1,38,48,2010-08-01,10,25.00,1
7616,1119,1,81,98,2010-08-01,17,25.00,1
7617,1120,1,200,207,2010-08-01,7,25.00,1
7618,1121,1,86,110,2010-08-01,24,33.00,1
7619,1122,1,5778,5823,2010-08-01,45,75.00,1
7620,1123,1,67,86,2010-08-01,19,25.00,1
7621,1124,1,121,137,2010-08-01,16,25.00,1
7622,1125,1,77,120,2010-08-01,43,71.00,1
7623,1126,1,163,217,2010-08-01,54,93.00,1
7624,1127,1,230,270,2010-08-01,40,65.00,1
7625,1128,1,1500,1520,2010-08-01,20,25.00,1
7626,1164,1,7,10,2010-08-01,3,25.00,1
7627,1143,1,39,53,2010-08-01,14,25.00,1
7628,1144,1,522,526,2010-08-01,4,25.00,1
7629,1145,1,92,222,2010-08-01,130,245.00,1
7630,1146,1,31,57,2010-08-01,26,37.00,1
7631,1147,1,10,16,2010-08-01,6,25.00,1
7632,1148,1,16,18,2010-08-01,2,25.00,1
7633,1149,1,128,248,2010-08-01,120,225.00,1
7634,1161,1,2,12,2010-08-01,10,25.00,1
7635,1162,1,14,55,2010-08-01,41,67.00,1
7636,1150,1,69,135,2010-08-01,66,117.00,1
7637,1151,1,123,200,2010-08-01,77,139.00,1
7638,1152,1,1492,1499,2010-08-01,7,25.00,1
7639,1153,1,65,95,2010-08-01,30,45.00,1
7640,1154,1,91,179,2010-08-01,88,161.00,1
7641,702,1,422,436,2010-08-01,0,0.00,1
7642,663,1,1029,1050,2010-08-01,21,27.00,1
7643,1091,1,348,423,2010-08-01,75,135.00,1
7644,672,1,102,103,2010-08-01,1,25.00,1
7645,674,1,1521,1552,2010-08-01,31,47.00,1
7646,675,1,801,817,2010-08-01,16,25.00,1
7647,676,1,461,462,2010-08-01,1,25.00,1
7648,705,1,732,749,2010-08-01,17,25.00,1
7649,706,1,910,932,2010-08-01,22,29.00,1
7650,681,1,765,780,2010-08-01,15,25.00,1
7651,707,1,2613,2635,2010-08-01,22,29.00,1
7652,708,1,3214,3228,2010-08-01,14,25.00,1
7653,709,1,4411,4505,2010-08-01,94,173.00,1
7654,710,1,11031,13590,2010-08-01,2559,5103.00,1
7655,712,1,1150,1170,2010-08-01,20,25.00,1
7656,713,1,6860,6864,2010-08-01,4,25.00,1
7657,714,1,3650,3688,2010-08-01,38,61.00,1
7658,715,1,1199,1238,2010-08-01,39,63.00,1
7659,649,1,878,879,2010-08-01,1,25.00,1
7660,716,1,6185,6209,2010-08-01,24,33.00,1
7661,717,1,3816,3841,2010-08-01,25,35.00,1
7662,718,1,196,197,2010-08-01,1,25.00,1
7663,719,1,4036,4050,2010-08-01,14,25.00,1
7664,720,1,2159,2169,2010-08-01,10,25.00,1
7665,721,1,5515,5554,2010-08-01,39,63.00,1
7666,722,1,1915,1942,2010-08-01,27,39.00,1
7667,723,1,848,910,2010-08-01,62,109.00,1
7668,724,1,4170,4213,2010-08-01,43,71.00,1
7669,725,1,9320,9410,2010-08-01,90,165.00,1
7670,726,1,1468,1470,2010-08-01,2,25.00,1
7671,727,1,2635,2636,2010-08-01,1,25.00,1
7672,728,1,645,656,2010-08-01,11,25.00,1
7673,729,1,1302,1426,2010-08-01,124,233.00,1
7674,730,1,3595,3613,2010-08-01,18,25.00,1
7675,731,1,2283,2332,2010-08-01,49,83.00,1
7676,732,1,1586,1587,2010-08-01,1,25.00,1
7677,733,1,10521,10554,2010-08-01,33,51.00,1
7678,734,1,2091,2105,2010-08-01,14,25.00,1
7679,735,1,6092,6093,2010-08-01,1,25.00,1
7680,928,1,173,184,2010-08-01,11,25.00,1
7681,737,1,843,871,2010-08-01,28,41.00,1
7682,738,1,7282,7322,2010-08-01,40,65.00,1
7683,739,1,1422,1423,2010-08-01,1,25.00,0
7684,740,1,4040,4058,2010-08-01,18,25.00,1
7685,741,1,5170,5185,2010-08-01,15,25.00,1
7686,742,1,3868,3876,2010-08-01,8,25.00,1
