Bill ID,Con ID,Bill Type,Previous Reading,Current Reading,Reading Date,Consumption,Current Due,Paid Flag
171,863,1,0,439,2010-01-01,439,863.00,1
172,864,1,0,4811,2010-01-01,4811,9607.00,1
173,865,1,0,2920,2010-01-01,2920,5825.00,1
174,866,1,0,7533,2010-01-01,7533,15051.00,1
175,867,1,0,2490,2010-01-01,2490,4965.00,1
176,868,1,0,530,2010-01-01,530,1045.00,1
177,869,1,0,5070,2010-01-01,5070,10125.00,1
178,870,1,0,6200,2010-01-01,6200,12385.00,1
179,871,1,0,2233,2010-01-01,2233,4451.00,1
180,872,1,0,3856,2010-01-01,3856,7697.00,1
181,873,1,0,11014,2010-01-01,11014,22013.00,1
182,874,1,0,7780,2010-01-01,7780,15545.00,1
2247,898,1,7,8,2010-03-01,1,25.00,1
183,875,1,0,4108,2010-01-01,4108,8201.00,1
184,876,1,0,2490,2010-01-01,2490,4965.00,1
185,877,1,0,4571,2010-01-01,4571,9127.00,1
186,878,1,0,7852,2010-01-01,7852,15689.00,1
187,879,1,0,9948,2010-01-01,9948,19881.00,1
188,880,1,0,4351,2010-01-01,4351,8687.00,1
189,881,1,0,5145,2010-01-01,5145,10275.00,1
190,882,1,0,5857,2010-01-01,5857,11699.00,1
191,883,1,0,6363,2010-01-01,0,0.00,1
192,884,1,0,4504,2010-01-01,4504,8993.00,1
193,885,1,0,6501,2010-01-01,6501,12987.00,1
194,886,1,0,14155,2010-01-01,14155,28295.00,1
195,887,1,0,5395,2010-01-01,5395,10775.00,1
196,888,1,0,5,2010-01-01,5,25.00,1
197,889,1,0,5387,2010-01-01,5387,10759.00,1
198,890,1,0,1877,2010-01-01,1877,3739.00,1
199,891,1,0,4397,2010-01-01,4397,8779.00,1
200,892,1,0,3865,2010-01-01,3865,7715.00,1
201,893,1,0,2933,2010-01-01,2933,5851.00,1
202,996,1,0,1209,2010-01-01,1209,2403.00,1
203,894,1,0,4511,2010-01-01,4511,9007.00,1
204,895,1,0,924,2010-01-01,924,1833.00,1
205,896,1,0,1151,2010-01-01,1151,2287.00,1
206,897,1,0,80,2010-01-01,80,145.00,1
207,898,1,0,6,2010-01-01,6,25.00,1
2295,301,1,385,431,2010-03-01,46,77.00,1
208,899,1,0,6147,2010-01-01,6147,12279.00,1
209,900,1,0,5,2010-01-01,5,25.00,1
210,901,1,0,2116,2010-01-01,2116,4217.00,1
211,902,1,0,4215,2010-01-01,4215,8415.00,1
212,903,1,0,3856,2010-01-01,3856,7697.00,1
213,904,1,0,3526,2010-01-01,3526,7037.00,1
214,905,1,0,430,2010-01-01,430,845.00,1
215,906,1,0,570,2010-01-01,570,1125.00,1
216,907,1,0,5452,2010-01-01,5452,10889.00,1
217,908,1,0,83,2010-01-01,83,151.00,1
218,909,1,0,10,2010-01-01,10,25.00,1
219,910,1,0,3593,2010-01-01,3593,7171.00,1
2327,1093,1,2521,261,2010-03-01,-2260,0.00,1
220,911,1,0,4147,2010-01-01,4147,8279.00,1
221,912,1,0,7137,2010-01-01,7137,14259.00,1
222,913,1,0,987,2010-01-01,987,1959.00,1
223,914,1,0,2256,2010-01-01,2256,4497.00,1
224,915,1,0,3018,2010-01-01,3018,6021.00,1
225,916,1,0,4797,2010-01-01,4797,9579.00,1
226,917,1,0,2910,2010-01-01,2910,5805.00,1
227,918,1,0,4003,2010-01-01,4003,7991.00,1
228,919,1,0,6,2010-01-01,6,25.00,1
229,920,1,0,422,2010-01-01,422,829.00,1
230,921,1,0,1785,2010-01-01,1785,3555.00,1
231,922,1,0,1199,2010-01-01,1199,2383.00,1
232,923,1,0,3957,2010-01-01,3957,7899.00,1
2293,298,1,2049,2106,2010-03-01,57,99.00,1
233,841,1,0,6781,2010-01-01,0,0.00,1
234,925,1,0,6,2010-01-01,6,25.00,1
235,926,1,0,15863,2010-01-01,15863,31711.00,1
236,736,1,0,2819,2010-01-01,2819,5623.00,1
237,929,1,0,8255,2010-01-01,8255,16495.00,1
238,930,1,0,2798,2010-01-01,2798,5581.00,1
239,931,1,0,3917,2010-01-01,3917,7819.00,1
240,932,1,0,3640,2010-01-01,3640,7265.00,0
241,934,1,0,2344,2010-01-01,2344,4673.00,1
242,933,1,0,2786,2010-01-01,2786,5557.00,1
243,935,1,0,1928,2010-01-01,1928,3841.00,1
244,936,1,0,7264,2010-01-01,7264,14513.00,1
245,937,1,0,9054,2010-01-01,9054,18093.00,1
246,938,1,0,4928,2010-01-01,4928,9841.00,1
247,939,1,0,3348,2010-01-01,3348,6681.00,1
248,940,1,0,8320,2010-01-01,0,16625.00,1
249,941,1,0,4036,2010-01-01,4036,8057.00,1
250,942,1,0,207,2010-01-01,207,399.00,1
251,943,1,0,59,2010-01-01,59,103.00,1
252,944,1,0,1601,2010-01-01,1601,3187.00,1
253,945,1,0,7367,2010-01-01,7367,14719.00,1
254,946,1,0,32,2010-01-01,32,49.00,1
255,947,1,0,5,2010-01-01,5,25.00,1
256,948,1,0,295,2010-01-01,295,575.00,1
257,949,1,0,4278,2010-01-01,4278,8541.00,1
258,950,1,0,685,2010-01-01,685,1355.00,1
259,951,1,0,4700,2010-01-01,4700,9385.00,1
260,952,1,0,1360,2010-01-01,1360,2705.00,1
261,954,1,0,6,2010-01-01,6,25.00,1
262,955,1,0,6930,2010-01-01,6930,13845.00,1
263,956,1,0,4000,2010-01-01,4000,7985.00,1
264,957,1,0,6,2010-01-01,6,25.00,1
265,958,1,0,6,2010-01-01,6,25.00,1
266,959,1,0,466,2010-01-01,466,917.00,1
267,960,1,0,4129,2010-01-01,4129,8243.00,1
268,961,1,0,1420,2010-01-01,1420,2825.00,1
269,962,1,0,1813,2010-01-01,1813,3611.00,1
270,963,1,0,4197,2010-01-01,4197,8379.00,1
271,964,1,0,760,2010-01-01,760,1505.00,1
272,965,1,0,432,2010-01-01,432,849.00,1
273,966,1,0,1902,2010-01-01,1902,3789.00,1
274,967,1,0,6,2010-01-01,6,25.00,1
275,968,1,0,4838,2010-01-01,4838,9661.00,1
276,969,1,0,9300,2010-01-01,9300,18585.00,1
277,970,1,0,196,2010-01-01,196,377.00,1
278,971,1,0,575,2010-01-01,575,1135.00,1
279,972,1,0,8022,2010-01-01,8022,16029.00,1
280,974,1,0,53,2010-01-01,53,91.00,1
281,973,1,0,4554,2010-01-01,4554,9093.00,1
282,744,1,0,6,2010-01-01,6,25.00,1
2289,1010,1,2127,2141,2010-03-01,14,25.00,1
283,976,1,0,6,2010-01-01,6,25.00,1
284,977,1,0,4716,2010-01-01,4716,9417.00,1
285,978,1,0,2885,2010-01-01,2885,5755.00,1
286,979,1,0,7607,2010-01-01,7607,15199.00,1
287,980,1,0,10751,2010-01-01,10751,21487.00,1
288,981,1,0,6,2010-01-01,6,25.00,1
289,982,1,0,6,2010-01-01,6,25.00,1
290,983,1,0,6,2010-01-01,6,25.00,1
291,984,1,0,735,2010-01-01,735,1455.00,1
292,985,1,0,6,2010-01-01,6,25.00,1
293,986,1,0,2300,2010-01-01,2300,4585.00,1
294,987,1,0,3180,2010-01-01,3180,6345.00,1
295,988,1,0,4154,2010-01-01,4154,8293.00,1
296,989,1,0,4862,2010-01-01,4862,9709.00,1
297,991,1,0,4692,2010-01-01,4692,9369.00,1
298,990,1,0,2351,2010-01-01,2351,4687.00,1
299,992,1,0,495,2010-01-01,495,975.00,1
300,993,1,0,3186,2010-01-01,3186,6357.00,1
301,994,1,0,6889,2010-01-01,6889,13763.00,1
302,836,1,0,5142,2010-01-01,5142,10269.00,1
303,997,1,0,3036,2010-01-01,3036,6057.00,1
304,998,1,0,6,2010-01-01,6,25.00,1
305,999,1,0,950,2010-01-01,950,1885.00,1
306,1000,1,0,1256,2010-01-01,1256,2497.00,1
307,1001,1,0,906,2010-01-01,906,1797.00,1
308,1002,1,0,2960,2010-01-01,2960,5905.00,1
309,644,1,0,2713,2010-01-01,2713,5411.00,1
310,1051,1,0,44,2010-01-01,44,73.00,1
311,647,1,0,1504,2010-01-01,1504,2993.00,1
312,648,1,0,1032,2010-01-01,1032,2049.00,1
313,649,1,0,836,2010-01-01,836,1657.00,1
314,650,1,0,1343,2010-01-01,1343,2671.00,0
315,651,1,0,164,2010-01-01,164,313.00,0
316,652,1,0,1853,2010-01-01,1853,3691.00,1
317,653,1,0,485,2010-01-01,485,955.00,1
318,654,1,0,983,2010-01-01,983,1951.00,0
319,655,1,0,2554,2010-01-01,2554,5093.00,0
320,1011,1,0,681,2010-01-01,681,1347.00,1
321,656,1,0,1655,2010-01-01,1655,3295.00,1
322,657,1,0,45,2010-01-01,45,75.00,0
323,658,1,0,1808,2010-01-01,1808,3601.00,1
324,659,1,0,959,2010-01-01,959,1903.00,1
325,660,1,0,1061,2010-01-01,1061,2107.00,1
326,661,1,0,1825,2010-01-01,1825,3635.00,1
327,662,1,0,1267,2010-01-01,1267,2519.00,1
328,663,1,0,897,2010-01-01,897,1779.00,1
329,672,1,0,82,2010-01-01,82,149.00,1
330,674,1,0,1424,2010-01-01,1424,2833.00,0
331,675,1,0,671,2010-01-01,671,1327.00,1
332,676,1,0,425,2010-01-01,425,835.00,0
333,678,1,0,668,2010-01-01,668,1321.00,1
334,679,1,0,1157,2010-01-01,1157,2299.00,0
335,681,1,0,660,2010-01-01,660,1305.00,1
336,683,1,0,1022,2010-01-01,1022,2029.00,1
337,686,1,0,1521,2010-01-01,1521,3027.00,1
338,688,1,0,1459,2010-01-01,1459,2903.00,1
339,690,1,0,300,2010-01-01,300,585.00,1
340,694,1,0,2537,2010-01-01,2537,5059.00,1
341,1012,1,0,465,2010-01-01,465,915.00,0
342,697,1,0,402,2010-01-01,402,789.00,0
343,698,1,0,788,2010-01-01,788,1561.00,0
344,699,1,0,829,2010-01-01,829,1643.00,1
345,700,1,0,232,2010-01-01,232,449.00,1
346,701,1,0,6,2010-01-01,6,25.00,1
347,702,1,0,361,2010-01-01,361,707.00,1
348,703,1,0,1259,2010-01-01,1259,2503.00,1
349,704,1,0,1644,2010-01-01,1644,3273.00,1
350,705,1,0,622,2010-01-01,622,1229.00,1
351,706,1,0,732,2010-01-01,732,1449.00,1
352,1091,1,0,28,2010-01-01,28,41.00,1
353,707,1,0,2470,2010-01-01,2470,4925.00,1
354,708,1,0,3168,2010-01-01,3168,6321.00,1
355,709,1,0,4036,2010-01-01,4036,8057.00,1
356,710,1,0,8480,2010-01-01,8480,16945.00,1
357,711,1,0,241,2010-01-01,241,467.00,1
358,712,1,0,1011,2010-01-01,1011,2007.00,1
359,713,1,0,6455,2010-01-01,6455,12895.00,1
360,714,1,0,3464,2010-01-01,3464,6913.00,1
361,715,1,0,945,2010-01-01,945,1875.00,1
362,718,1,0,145,2010-01-01,145,275.00,0
363,717,1,0,3569,2010-01-01,3569,7123.00,1
364,716,1,0,6143,2010-01-01,6143,12271.00,1
365,719,1,0,3800,2010-01-01,3800,7585.00,1
366,720,1,0,2047,2010-01-01,2047,4079.00,1
367,721,1,0,5021,2010-01-01,5021,10027.00,1
368,722,1,0,1757,2010-01-01,1757,3499.00,0
369,723,1,0,547,2010-01-01,547,1079.00,1
370,724,1,0,3960,2010-01-01,3960,7905.00,1
371,725,1,0,8814,2010-01-01,8814,17613.00,1
372,726,1,0,1436,2010-01-01,1436,2857.00,0
373,727,1,0,2624,2010-01-01,2624,5233.00,1
374,728,1,0,583,2010-01-01,583,1151.00,1
375,729,1,0,1260,2010-01-01,1260,2505.00,0
376,730,1,0,3465,2010-01-01,3465,6915.00,1
377,731,1,0,1984,2010-01-01,1984,3953.00,1
378,732,1,0,1580,2010-01-01,1580,3145.00,0
379,733,1,0,10189,2010-01-01,10189,20363.00,1
380,734,1,0,2015,2010-01-01,2015,4015.00,0
381,735,1,0,5707,2010-01-01,5707,11399.00,1
382,737,1,0,544,2010-01-01,544,1073.00,0
383,738,1,0,6929,2010-01-01,6929,13843.00,1
384,739,1,0,1416,2010-01-01,1416,2817.00,0
385,740,1,0,3830,2010-01-01,3830,7645.00,0
386,741,1,0,5093,2010-01-01,5093,10171.00,1
387,742,1,0,3634,2010-01-01,3634,7253.00,1
388,743,1,0,5002,2010-01-01,5002,9989.00,0
389,975,1,0,6078,2010-01-01,6078,12141.00,1
390,745,1,0,2290,2010-01-01,2290,4565.00,1
391,1053,1,0,4,2010-01-01,4,25.00,1
392,793,1,0,836,2010-01-01,836,1657.00,0
393,1054,1,0,3993,2010-01-01,3993,7971.00,1
394,1055,1,0,2115,2010-01-01,2115,4215.00,1
395,747,1,0,3434,2010-01-01,3434,6853.00,1
396,1056,1,0,1100,2010-01-01,1100,2185.00,1
397,748,1,0,4034,2010-01-01,4034,8053.00,1
398,1057,1,0,637,2010-01-01,637,1259.00,1
399,749,1,0,1547,2010-01-01,1547,3079.00,1
400,1058,1,0,3200,2010-01-01,3200,6385.00,1
401,750,1,0,1856,2010-01-01,1856,3697.00,1
402,347,1,0,5783,2010-01-01,5783,11551.00,1
403,751,1,0,2172,2010-01-01,2172,4329.00,1
404,1060,1,0,3173,2010-01-01,3173,6331.00,0
405,1061,1,0,215,2010-01-01,215,415.00,1
406,752,1,0,369,2010-01-01,369,723.00,1
407,1062,1,0,5788,2010-01-01,5788,11561.00,0
408,1052,1,0,2,2010-01-01,2,25.00,1
409,1063,1,0,266,2010-01-01,266,517.00,1
410,1064,1,0,2022,2010-01-01,2022,4029.00,1
411,1065,1,0,4280,2010-01-01,4280,8545.00,1
412,1066,1,0,7821,2010-01-01,7821,15627.00,1
413,1067,1,0,5,2010-01-01,5,25.00,1
414,1068,1,0,5,2010-01-01,5,25.00,1
415,1069,1,0,4057,2010-01-01,4057,8099.00,0
416,754,1,0,3058,2010-01-01,3058,6101.00,1
417,1070,1,0,1037,2010-01-01,1037,2059.00,1
418,1071,1,0,1053,2010-01-01,1053,2091.00,1
419,755,1,0,6436,2010-01-01,6436,12857.00,1
420,756,1,0,1936,2010-01-01,1936,3857.00,1
421,1074,1,0,4798,2010-01-01,4798,9581.00,1
422,1075,1,0,1040,2010-01-01,1040,2065.00,1
423,757,1,0,6,2010-01-01,6,25.00,1
424,1076,1,0,4,2010-01-01,4,25.00,1
425,1077,1,0,4476,2010-01-01,4476,8937.00,1
426,758,1,0,4531,2010-01-01,4531,9047.00,1
427,1078,1,0,571,2010-01-01,571,1127.00,1
428,1079,1,0,3,2010-01-01,3,25.00,1
429,759,1,0,4994,2010-01-01,4994,9973.00,0
430,1080,1,0,4,2010-01-01,4,25.00,1
431,1081,1,0,6560,2010-01-01,6560,13105.00,1
432,760,1,0,138,2010-01-01,138,261.00,0
433,1082,1,0,2459,2010-01-01,2459,4903.00,1
434,761,1,0,172,2010-01-01,172,329.00,0
435,762,1,0,1897,2010-01-01,1897,3779.00,0
436,763,1,0,1391,2010-01-01,1391,2767.00,1
437,1083,1,0,166,2010-01-01,166,317.00,1
438,764,1,0,88,2010-01-01,88,161.00,1
439,1084,1,0,3100,2010-01-01,3100,6185.00,1
440,765,1,0,2380,2010-01-01,2380,4745.00,1
441,1085,1,0,3186,2010-01-01,3186,6357.00,1
442,1086,1,0,5499,2010-01-01,5499,10983.00,1
443,766,1,0,284,2010-01-01,284,553.00,1
444,1025,1,0,4456,2010-01-01,4456,8897.00,1
445,768,1,0,4812,2010-01-01,4812,9609.00,1
446,63,1,0,1564,2010-01-01,1564,3113.00,1
447,769,1,0,4797,2010-01-01,4797,9579.00,1
448,65,1,0,3292,2010-01-01,3292,6569.00,1
449,770,1,0,2054,2010-01-01,2054,4093.00,1
450,66,1,0,2445,2010-01-01,2445,4875.00,1
451,772,1,0,536,2010-01-01,536,1057.00,1
452,68,1,0,3336,2010-01-01,3336,6657.00,1
453,773,1,0,3886,2010-01-01,3886,7757.00,1
454,70,1,0,2364,2010-01-01,2364,4713.00,1
455,774,1,0,3964,2010-01-01,3964,7913.00,1
456,73,1,0,4727,2010-01-01,4727,9439.00,1
457,776,1,0,7165,2010-01-01,7165,14315.00,1
458,75,1,0,624,2010-01-01,624,1233.00,1
459,77,1,0,3372,2010-01-01,3372,6729.00,1
460,777,1,0,1680,2010-01-01,1680,3345.00,1
461,79,1,0,798,2010-01-01,798,1581.00,1
462,778,1,0,8460,2010-01-01,8460,16905.00,1
463,81,1,0,1699,2010-01-01,1699,3383.00,1
464,781,1,0,2174,2010-01-01,2174,4333.00,1
465,83,1,0,8008,2010-01-01,8008,16001.00,1
466,783,1,0,5823,2010-01-01,5823,11631.00,1
467,786,1,0,248,2010-01-01,248,481.00,1
468,85,1,0,125,2010-01-01,125,235.00,1
469,788,1,0,1076,2010-01-01,1076,2137.00,0
470,87,1,0,2481,2010-01-01,2481,4947.00,1
471,789,1,0,4528,2010-01-01,4528,9041.00,1
472,791,1,0,4419,2010-01-01,4419,8823.00,1
473,792,1,0,242,2010-01-01,242,469.00,1
474,746,1,0,1526,2010-01-01,1526,3037.00,1
475,795,1,0,2733,2010-01-01,2733,5451.00,1
476,796,1,0,4763,2010-01-01,4763,9511.00,1
477,797,1,0,5540,2010-01-01,5540,11065.00,1
478,91,1,0,6100,2010-01-01,6100,12185.00,1
479,807,1,0,1434,2010-01-01,1434,2853.00,0
480,93,1,0,49,2010-01-01,49,83.00,1
481,98,1,0,1859,2010-01-01,1859,3703.00,1
482,800,1,0,4361,2010-01-01,4361,8707.00,1
483,100,1,0,148,2010-01-01,148,281.00,1
484,801,1,0,1836,2010-01-01,1836,3657.00,1
485,103,1,0,1339,2010-01-01,1339,2663.00,1
486,802,1,0,9509,2010-01-01,9509,19003.00,1
487,803,1,0,3880,2010-01-01,3880,7745.00,1
488,804,1,0,1540,2010-01-01,1540,3065.00,1
489,805,1,0,2546,2010-01-01,2546,5077.00,1
490,806,1,0,7937,2010-01-01,7937,15859.00,1
491,798,1,0,2723,2010-01-01,2723,5431.00,1
492,808,1,0,2709,2010-01-01,2709,5403.00,1
