accountid,reading_nov,usage_nov,bill_nov,penalty_nov,totalbill_nov,reading_dec,usage_dec,bill_dec,penalty_dec,totalbill_dec
0000001121-01-2019,2631.0,16.0,25.0,0.0,25.0,2666.0,35.0,70.0,0.0,70.0
0000001121-01-2020,3196.0,65.0,160.0,0.0,160.0,3276.0,80.0,205.0,0.0,205.0
0000001121-01-2021,3991.0,168.0,469.0,0.0,469.0,3999.0,8.0,25.0,0.0,25.0
0000001121-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001122-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001122-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001122-01-2018,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001122-01-2019,2126.0,22.0,31.0,0.0,31.0,2141.0,15.0,25.0,0.0,25.0
0000001122-01-2020,2437.0,0.0,0.0,0.0,0.0,2452.0,15.0,25.0,0.0,25.0
0000001122-01-2021,2614.0,26.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
0000001122-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2018,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2021,727.0,55.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0
0000001123-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2018,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2021,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001124-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2018,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2021,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001125-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001126-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001126-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001126-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001126-01-2019,354.0,17.0,25.0,0.0,25.0,384.0,30.0,55.0,0.0,55.0
0000001126-01-2020,719.0,38.0,79.0,0.0,79.0,756.0,37.0,76.0,0.0,76.0
0000001126-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001126-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001127-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001127-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001127-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001127-01-2019,628.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0
0000001127-01-2020,628.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0
0000001127-01-2021,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001127-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2018,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2020,94.0,1.0,25.0,0.0,25.0,94.0,0.0,0.0,0.0,0.0
0000001128-01-2021,158.0,21.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
0000001128-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001129-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001129-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001129-01-2018,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001129-01-2019,1435.0,16.0,25.0,0.0,25.0,1448.0,13.0,25.0,0.0,25.0
0000001129-01-2020,1670.0,28.0,49.0,0.0,49.0,1691.0,21.0,28.0,0.0,28.0
0000001129-01-2021,2002.0,20.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0000001129-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2018,2873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2021,3276.0,40.0,85.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
0000001130-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2018,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001131-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001132-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001132-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001132-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001132-01-2019,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0
0000001132-01-2020,444.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0
0000001132-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001132-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001133-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001133-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001133-01-2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0000001133-01-2019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0000001133-01-2020,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0000001133-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001133-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001134-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001134-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001134-01-2018,2102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001134-01-2019,2373.0,20.0,25.0,0.0,25.0,2399.0,26.0,43.0,0.0,43.0
0000001134-01-2020,2521.0,27.0,46.0,0.0,46.0,2575.0,54.0,127.0,0.0,127.0
0000001134-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001134-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001135-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001135-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001135-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001135-01-2019,3941.0,20.0,25.0,0.0,25.0,3966.0,25.0,40.0,0.0,40.0
0000001135-01-2020,4336.0,57.0,136.0,0.0,136.0,4408.0,72.0,181.0,0.0,181.0
0000001135-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001135-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001136-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001136-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001136-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001136-01-2019,4002.0,0.0,0.0,0.0,0.0,4002.0,0.0,0.0,0.0,0.0
0000001136-01-2020,4106.0,8.0,25.0,0.0,25.0,4121.0,15.0,25.0,0.0,25.0
0000001136-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001136-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001137-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001137-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001137-01-2018,2414.0,0.0,0.0,0.0,0.0,2434.0,20.0,0.0,0.0,0.0
0000001137-01-2019,2470.0,0.0,0.0,0.0,0.0,2472.0,2.0,25.0,0.0,25.0
0000001137-01-2020,2530.0,6.0,25.0,0.0,25.0,2540.0,10.0,25.0,0.0,25.0
0000001137-01-2021,2618.0,4.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0000001137-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001138-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001138-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001138-01-2018,870.0,0.0,0.0,0.0,0.0,880.0,10.0,25.0,0.0,25.0
0000001138-01-2019,1074.0,18.0,25.0,0.0,25.0,1092.0,18.0,25.0,0.0,25.0
0000001138-01-2020,1264.0,3.0,25.0,0.0,25.0,1269.0,5.0,25.0,0.0,25.0
0000001138-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001138-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001139-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001139-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001139-01-2018,707.0,0.0,0.0,0.0,0.0,712.0,5.0,25.0,0.0,25.0
0000001139-01-2019,754.0,5.0,25.0,0.0,25.0,758.0,4.0,25.0,0.0,25.0
0000001139-01-2020,937.0,19.0,25.0,0.0,25.0,944.0,7.0,25.0,0.0,25.0
0000001139-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001139-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001140-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001140-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001140-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001140-01-2019,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
0000001140-01-2020,192.0,94.0,247.0,0.0,247.0,284.0,92.0,241.0,0.0,241.0
0000001140-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001140-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001141-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001142-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001142-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001142-01-2018,1981.0,0.0,0.0,0.0,0.0,1983.0,0.0,0.0,0.0,0.0
0000001142-01-2019,4308.0,8.0,25.0,0.0,25.0,2163.0,9.0,25.0,0.0,25.0
0000001142-01-2020,2326.0,1.0,25.0,0.0,25.0,2330.0,4.0,25.0,0.0,25.0
0000001142-01-2021,2546.0,29.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
0000001142-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2018,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2021,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001143-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001144-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001144-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001144-01-2018,3708.0,0.0,0.0,0.0,0.0,3758.0,50.0,115.0,0.0,115.0
0000001144-01-2019,4278.0,38.0,79.0,0.0,79.0,4321.0,43.0,94.0,0.0,94.0
0000001144-01-2020,4738.0,48.0,109.0,0.0,109.0,4804.0,66.0,163.0,0.0,163.0
0000001144-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001144-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001145-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001145-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001145-01-2018,2480.0,0.0,0.0,0.0,0.0,2492.0,12.0,25.0,0.0,25.0
0000001145-01-2019,2618.0,20.0,25.0,0.0,25.0,2638.0,20.0,25.0,0.0,25.0
0000001145-01-2020,3215.0,40.0,85.0,0.0,85.0,3246.0,31.0,58.0,0.0,58.0
0000001145-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001145-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001146-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001146-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001146-01-2018,208.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0
0000001146-01-2019,240.0,3.0,25.0,0.0,25.0,241.0,1.0,25.0,0.0,25.0
0000001146-01-2020,2681.0,16.0,25.0,0.0,25.0,2701.0,20.0,25.0,0.0,25.0
0000001146-01-2021,2980.0,52.0,121.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0
0000001146-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001147-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001147-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001147-01-2018,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001147-01-2019,745.0,13.0,25.0,0.0,25.0,758.0,13.0,25.0,0.0,25.0
0000001147-01-2020,879.0,7.0,25.0,0.0,25.0,882.0,3.0,25.0,0.0,25.0
0000001147-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001147-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001148-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001148-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001148-01-2018,1570.0,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0
0000001148-01-2019,1926.0,4.0,25.0,0.0,25.0,1931.0,5.0,25.0,0.0,25.0
0000001148-01-2020,1974.0,0.0,0.0,0.0,0.0,1974.0,0.0,0.0,0.0,0.0
0000001148-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001148-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001149-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001149-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001149-01-2018,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0
0000001149-01-2019,74.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
0000001149-01-2020,106.0,14.0,25.0,0.0,25.0,119.0,13.0,25.0,0.0,25.0
0000001149-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001149-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001150-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001150-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001150-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001150-01-2019,4976.0,153.0,424.0,0.0,424.0,5014.0,38.0,79.0,0.0,79.0
0000001150-01-2020,5511.0,24.0,37.0,0.0,37.0,5533.0,22.0,31.0,0.0,31.0
0000001150-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001150-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001151-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001151-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001151-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001151-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001151-01-2020,3994.0,68.0,169.0,0.0,169.0,4056.0,62.0,151.0,0.0,151.0
0000001151-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001151-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001152-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001152-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001152-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001152-01-2019,7490.0,245.0,700.0,0.0,700.0,7506.0,16.0,25.0,0.0,25.0
0000001152-01-2020,8565.0,61.0,148.0,0.0,148.0,8603.0,38.0,79.0,0.0,79.0
0000001152-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001152-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001153-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001153-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001153-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001153-01-2019,34648.0,247.0,706.0,0.0,706.0,34969.0,321.0,928.0,0.0,928.0
0000001153-01-2020,37852.0,209.0,592.0,0.0,592.0,38077.0,225.0,640.0,0.0,640.0
0000001153-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001153-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001154-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001154-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001154-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001154-01-2019,2031.0,12.0,25.0,0.0,25.0,2049.0,18.0,25.0,0.0,25.0
0000001154-01-2020,2319.0,23.0,34.0,0.0,34.0,2339.0,20.0,25.0,0.0,25.0
0000001154-01-2021,2744.0,37.0,76.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0
0000001154-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001155-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001155-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001155-01-2018,504.0,0.0,0.0,0.0,0.0,508.0,4.0,25.0,0.0,25.0
0000001155-01-2019,578.0,2.0,25.0,0.0,25.0,581.0,3.0,25.0,0.0,25.0
0000001155-01-2020,6228.0,13.0,25.0,0.0,25.0,6242.0,14.0,25.0,0.0,25.0
0000001155-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001155-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001156-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001156-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001156-01-2018,108.0,0.0,0.0,0.0,0.0,110.0,2.0,25.0,0.0,25.0
0000001156-01-2019,135.0,2.0,25.0,0.0,25.0,137.0,2.0,25.0,0.0,25.0
0000001156-01-2020,1773.0,55.0,130.0,0.0,130.0,3654.0,108.0,127.0,0.0,127.0
0000001156-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001156-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001157-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001157-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001157-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001157-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001157-01-2020,9483.0,20.0,25.0,0.0,25.0,9554.0,71.0,178.0,0.0,178.0
0000001157-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001157-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001158-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001158-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001158-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001158-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001158-01-2020,0.0,0.0,0.0,0.0,0.0,5502.0,16.0,25.0,0.0,25.0
0000001158-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001158-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001159-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001159-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001159-01-2018,9053.0,0.0,0.0,0.0,0.0,9066.0,13.0,25.0,0.0,25.0
0000001159-01-2019,9363.0,20.0,25.0,0.0,25.0,9383.0,20.0,25.0,0.0,25.0
0000001159-01-2020,9627.0,13.0,25.0,0.0,25.0,9637.0,10.0,25.0,0.0,25.0
0000001159-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001159-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001160-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001160-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000001160-01-2018,1066.0,0.0,0.0,0.0,0.0,1081.0,15.0,25.0,0.0,25.0
0000001160-01-2019,1242.0,21.0,28.0,0.0,28.0,1272.0,30.0,55.0,0.0,55.0
0000001160-01-2020,1375.0,0.0,0.0,0.0,0.0,1375.0,0.0,0.0,0.0,0.0
0000001160-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
