accountid,reading_nov,usage_nov,bill_nov,penalty_nov,totalbill_nov,reading_dec,usage_dec,bill_dec,penalty_dec,totalbill_dec
0000000001-01-2010,3375.0,20.0,25.0,0.0,25.0,3404.0,29.0,43.0,0.0,43.0
0000000001-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000001-01-2018,7919.0,0.0,0.0,0.0,0.0,7929.0,10.0,25.0,0.0,25.0
0000000001-01-2019,8037.0,9.0,25.0,0.0,25.0,8046.0,9.0,25.0,0.0,25.0
0000000001-01-2020,9372.0,51.0,118.0,0.0,118.0,9489.0,117.0,316.0,0.0,316.0
0000000001-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000001-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000002-01-2010,538.0,28.0,41.0,0.0,41.0,579.0,41.0,67.0,0.0,67.0
0000000002-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000002-01-2018,7331.0,0.0,0.0,0.0,0.0,7368.0,37.0,76.0,0.0,76.0
0000000002-01-2019,7590.0,10.0,25.0,0.0,25.0,7630.0,40.0,85.0,0.0,85.0
0000000002-01-2020,8120.0,59.0,142.0,0.0,142.0,8130.0,10.0,25.0,0.0,25.0
0000000002-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000002-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000003-01-2010,7246.0,76.0,137.0,0.0,137.0,7348.0,102.0,189.0,0.0,189.0
0000000003-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000003-01-2018,3183.0,0.0,0.0,0.0,0.0,3183.0,0.0,0.0,0.0,0.0
0000000003-01-2019,3183.0,0.0,0.0,0.0,0.0,3183.0,0.0,0.0,0.0,0.0
0000000003-01-2020,643.0,194.0,547.0,0.0,547.0,829.0,186.0,523.0,0.0,523.0
0000000003-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000003-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000004-01-2010,47.0,1.0,25.0,0.0,25.0,48.0,1.0,25.0,0.0,25.0
0000000004-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000004-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000004-01-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000004-01-2020,1400.0,93.0,244.0,0.0,244.0,1493.0,93.0,244.0,0.0,244.0
0000000004-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000004-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000005-01-2010,838.0,19.0,25.0,0.0,25.0,865.0,27.0,39.0,0.0,39.0
0000000005-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000005-01-2018,2901.0,0.0,0.0,0.0,0.0,2921.0,20.0,0.0,0.0,0.0
0000000005-01-2019,3108.0,9.0,25.0,0.0,25.0,3128.0,20.0,25.0,0.0,25.0
0000000005-01-2020,3451.0,71.0,178.0,0.0,178.0,3457.0,6.0,25.0,0.0,25.0
0000000005-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000005-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000006-01-2010,17.0,1.0,25.0,0.0,25.0,18.0,1.0,25.0,0.0,25.0
0000000006-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000006-01-2018,13251.0,0.0,0.0,0.0,0.0,13260.0,9.0,25.0,0.0,25.0
0000000006-01-2019,13368.0,8.0,25.0,0.0,25.0,13378.0,10.0,25.0,0.0,25.0
0000000006-01-2020,1498.0,0.0,0.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0
0000000006-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000006-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000007-01-2010,2481.0,86.0,157.0,0.0,157.0,2592.0,111.0,207.0,0.0,207.0
0000000007-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000007-01-2018,10124.0,0.0,0.0,0.0,0.0,10216.0,92.0,241.0,0.0,241.0
0000000007-01-2019,10847.0,0.0,0.0,0.0,0.0,11137.0,0.0,0.0,0.0,0.0
0000000007-01-2020,819.0,86.0,223.0,0.0,223.0,925.0,106.0,283.0,0.0,283.0
0000000007-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000007-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000008-01-2010,4581.0,36.0,57.0,0.0,57.0,4624.0,43.0,71.0,0.0,71.0
0000000008-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000008-01-2018,4732.0,0.0,0.0,0.0,0.0,4732.0,0.0,0.0,0.0,0.0
0000000008-01-2019,4732.0,0.0,0.0,0.0,0.0,4732.0,0.0,0.0,0.0,0.0
0000000008-01-2020,134.0,47.0,106.0,0.0,106.0,190.0,56.0,133.0,0.0,133.0
0000000008-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000008-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000009-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000009-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000009-01-2018,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000009-01-2019,293.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0
0000000009-01-2020,293.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0
0000000009-01-2021,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000009-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010-01-2019,171.0,40.0,85.0,0.0,85.0,182.0,11.0,25.0,0.0,25.0
0000000010-01-2020,322.0,61.0,148.0,0.0,148.0,332.0,10.0,25.0,0.0,25.0
0000000010-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000010-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000011-01-2010,17.0,1.0,25.0,0.0,25.0,18.0,1.0,25.0,0.0,25.0
0000000011-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000011-01-2018,976.0,0.0,0.0,0.0,0.0,976.0,0.0,0.0,0.0,0.0
0000000011-01-2019,976.0,0.0,0.0,0.0,0.0,976.0,0.0,0.0,0.0,0.0
0000000011-01-2020,976.0,0.0,0.0,0.0,0.0,976.0,0.0,0.0,0.0,0.0
0000000011-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000011-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000012-01-2010,4827.0,1.0,25.0,0.0,25.0,4828.0,1.0,25.0,0.0,25.0
0000000012-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000012-01-2018,1926.0,0.0,0.0,0.0,0.0,1928.0,2.0,25.0,0.0,25.0
0000000012-01-2019,2044.0,2.0,25.0,0.0,25.0,2069.0,25.0,40.0,0.0,40.0
0000000012-01-2020,2450.0,19.0,25.0,0.0,25.0,2478.0,28.0,49.0,0.0,49.0
0000000012-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000012-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000013-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000013-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000013-01-2018,54.0,0.0,0.0,0.0,0.0,57.0,3.0,25.0,0.0,25.0
0000000013-01-2019,87.0,6.0,25.0,0.0,25.0,88.0,1.0,25.0,0.0,25.0
0000000013-01-2020,1190.0,25.0,40.0,0.0,40.0,1263.0,73.0,184.0,0.0,184.0
0000000013-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000013-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000014-01-2010,3072.0,1.0,25.0,0.0,25.0,3073.0,1.0,25.0,0.0,25.0
0000000014-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000014-01-2018,2508.0,0.0,0.0,0.0,0.0,2529.0,21.0,28.0,0.0,28.0
0000000014-01-2019,2705.0,13.0,25.0,0.0,25.0,27181.0,24476.0,73393.0,0.0,73393.0
0000000014-01-2020,2873.0,13.0,25.0,0.0,25.0,2893.0,20.0,25.0,0.0,25.0
0000000014-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000014-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000015-01-2010,1387.0,20.0,25.0,0.0,25.0,1411.0,24.0,33.0,0.0,33.0
0000000015-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000015-01-2018,5740.0,0.0,0.0,0.0,0.0,5760.0,20.0,0.0,0.0,0.0
0000000015-01-2019,6210.0,0.0,0.0,0.0,0.0,6224.0,14.0,25.0,0.0,25.0
0000000015-01-2020,6641.0,35.0,70.0,0.0,70.0,6672.0,31.0,58.0,0.0,58.0
0000000015-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000015-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000016-01-2010,2311.0,85.0,155.0,0.0,155.0,2433.0,122.0,229.0,0.0,229.0
0000000016-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000016-01-2018,8258.0,0.0,0.0,0.0,0.0,8319.0,61.0,148.0,0.0,148.0
0000000016-01-2019,8883.0,51.0,118.0,0.0,118.0,8943.0,60.0,145.0,0.0,145.0
0000000016-01-2020,9564.0,73.0,184.0,0.0,184.0,9643.0,79.0,202.0,0.0,202.0
0000000016-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000016-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000017-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000017-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000017-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000017-01-2019,856.0,1.0,25.0,0.0,25.0,856.0,0.0,0.0,0.0,0.0
0000000017-01-2020,995.0,12.0,25.0,0.0,25.0,1017.0,22.0,31.0,0.0,31.0
0000000017-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000017-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000018-01-2010,3173.0,18.0,25.0,0.0,25.0,3262.0,89.0,163.0,0.0,163.0
0000000018-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000018-01-2018,3430.0,0.0,0.0,0.0,0.0,3430.0,0.0,0.0,0.0,0.0
0000000018-01-2019,4713.0,0.0,0.0,0.0,0.0,4717.0,4.0,25.0,0.0,25.0
0000000018-01-2020,9512.0,8.0,25.0,0.0,25.0,4757.0,1.0,25.0,0.0,25.0
0000000018-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000018-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000019-01-2010,1067.0,1.0,25.0,0.0,25.0,1068.0,1.0,25.0,0.0,25.0
0000000019-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000019-01-2018,1290.0,0.0,0.0,0.0,0.0,1294.0,4.0,25.0,0.0,25.0
0000000019-01-2019,1412.0,20.0,25.0,0.0,25.0,1431.0,19.0,25.0,0.0,25.0
0000000019-01-2020,1629.0,13.0,25.0,0.0,25.0,1604.0,-25.0,0.0,0.0,0.0
0000000019-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000019-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000020-01-2010,1711.0,1.0,25.0,0.0,25.0,1712.0,1.0,25.0,0.0,25.0
0000000020-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000020-01-2018,3608.0,0.0,0.0,0.0,0.0,3648.0,40.0,85.0,0.0,85.0
0000000020-01-2019,3715.0,1.0,25.0,0.0,25.0,3728.0,13.0,25.0,0.0,25.0
0000000020-01-2020,3878.0,18.0,25.0,0.0,25.0,3892.0,14.0,25.0,0.0,25.0
0000000020-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000020-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000021-01-2010,1487.0,30.0,45.0,0.0,45.0,1518.0,31.0,47.0,0.0,47.0
0000000021-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000021-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000021-01-2019,39.0,5.0,25.0,0.0,25.0,47.0,8.0,25.0,0.0,25.0
0000000021-01-2020,112.0,5.0,25.0,0.0,25.0,119.0,7.0,25.0,0.0,25.0
0000000021-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000021-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000022-01-2010,2633.0,10.0,25.0,0.0,25.0,2652.0,19.0,25.0,0.0,25.0
0000000022-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000022-01-2018,2702.0,0.0,0.0,0.0,0.0,2702.0,0.0,0.0,0.0,0.0
0000000022-01-2019,2702.0,0.0,0.0,0.0,0.0,2702.0,0.0,0.0,0.0,0.0
0000000022-01-2020,702.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0
0000000022-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000022-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000023-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000023-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000023-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000023-01-2019,682.0,25.0,40.0,0.0,40.0,709.0,27.0,46.0,0.0,46.0
0000000023-01-2020,1130.0,28.0,49.0,0.0,49.0,1161.0,31.0,58.0,0.0,58.0
0000000023-01-2021,1493.0,32.0,61.0,0.0,61.0,1529.0,36.0,73.0,0.0,73.0
0000000023-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000024-01-2010,2715.0,1.0,25.0,0.0,25.0,2716.0,1.0,25.0,0.0,25.0
0000000024-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000024-01-2018,902.0,0.0,0.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0
0000000024-01-2019,902.0,0.0,0.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0
0000000024-01-2020,902.0,0.0,0.0,0.0,0.0,902.0,0.0,0.0,0.0,0.0
0000000024-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000024-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000025-01-2010,16.0,1.0,25.0,0.0,25.0,17.0,1.0,25.0,0.0,25.0
0000000025-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000025-01-2018,2787.0,0.0,0.0,0.0,0.0,3094.0,307.0,886.0,0.0,886.0
0000000025-01-2019,353.0,6.0,25.0,0.0,25.0,355.0,2.0,25.0,0.0,25.0
0000000025-01-2020,4115.0,52.0,121.0,0.0,121.0,4152.0,37.0,76.0,0.0,76.0
0000000025-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000025-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000026-01-2010,2824.0,100.0,185.0,0.0,185.0,2952.0,128.0,241.0,0.0,241.0
0000000026-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000026-01-2018,1313.0,0.0,0.0,0.0,0.0,13204.0,0.0,0.0,0.0,0.0
0000000026-01-2019,14038.0,49.0,112.0,0.0,112.0,14103.0,65.0,160.0,0.0,160.0
0000000026-01-2020,14896.0,76.0,193.0,0.0,193.0,14984.0,88.0,229.0,0.0,229.0
0000000026-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000026-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000027-01-2010,2947.0,172.0,329.0,0.0,329.0,3125.0,178.0,341.0,0.0,341.0
0000000027-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000027-01-2018,3385.0,0.0,0.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0
0000000027-01-2019,3385.0,0.0,0.0,0.0,0.0,3385.0,0.0,0.0,0.0,0.0
0000000027-01-2020,21176.0,9.0,25.0,0.0,25.0,21187.0,11.0,25.0,0.0,25.0
0000000027-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000027-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000028-01-2010,7863.0,3.0,25.0,0.0,25.0,7866.0,3.0,25.0,0.0,25.0
0000000028-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000028-01-2018,7910.0,0.0,0.0,0.0,0.0,7910.0,0.0,0.0,0.0,0.0
0000000028-01-2019,7910.0,0.0,0.0,0.0,0.0,7910.0,0.0,0.0,0.0,0.0
0000000028-01-2020,7910.0,0.0,0.0,0.0,0.0,7910.0,0.0,0.0,0.0,0.0
0000000028-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000028-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000029-01-2010,4646.0,39.0,63.0,0.0,63.0,4687.0,41.0,67.0,0.0,67.0
0000000029-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000029-01-2018,6721.0,0.0,0.0,0.0,0.0,6737.0,16.0,25.0,0.0,25.0
0000000029-01-2019,6909.0,14.0,25.0,0.0,25.0,6928.0,19.0,25.0,0.0,25.0
0000000029-01-2020,7149.0,19.0,25.0,0.0,25.0,7168.0,19.0,25.0,0.0,25.0
0000000029-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000029-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000030-01-2010,2227.0,16.0,25.0,0.0,25.0,2247.0,20.0,25.0,0.0,25.0
0000000030-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000030-01-2018,3793.0,0.0,0.0,0.0,0.0,3810.0,17.0,25.0,0.0,25.0
0000000030-01-2019,3983.0,7.0,25.0,0.0,25.0,4000.0,17.0,25.0,0.0,25.0
0000000030-01-2020,4254.0,19.0,25.0,0.0,25.0,4269.0,15.0,25.0,0.0,25.0
0000000030-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000030-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000031-01-2010,396.0,1.0,25.0,0.0,25.0,397.0,1.0,25.0,0.0,25.0
0000000031-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000031-01-2018,603.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0
0000000031-01-2019,603.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0
0000000031-01-2020,603.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0
0000000031-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000031-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000032-01-2010,31.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
0000000032-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000032-01-2018,187.0,0.0,0.0,0.0,0.0,202.0,15.0,25.0,0.0,25.0
0000000032-01-2019,417.0,17.0,25.0,0.0,25.0,437.0,20.0,25.0,0.0,25.0
0000000032-01-2020,665.0,21.0,28.0,0.0,28.0,683.0,18.0,25.0,0.0,25.0
0000000032-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000032-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000033-01-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000033-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000033-01-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000033-01-2019,185.0,7.0,25.0,0.0,25.0,191.0,6.0,25.0,0.0,25.0
0000000033-01-2020,192.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0
0000000033-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000033-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000034-01-2010,1503.0,44.0,73.0,0.0,73.0,1553.0,50.0,85.0,0.0,85.0
0000000034-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000034-01-2018,8038.0,0.0,0.0,0.0,0.0,8114.0,76.0,193.0,0.0,193.0
0000000034-01-2019,8994.0,79.0,202.0,0.0,202.0,9092.0,98.0,259.0,0.0,259.0
0000000034-01-2020,0.0,0.0,0.0,0.0,0.0,9719.0,33.0,64.0,0.0,64.0
0000000034-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000034-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000035-01-2010,594.0,1.0,25.0,0.0,25.0,595.0,1.0,25.0,0.0,25.0
0000000035-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000035-01-2018,7931.0,0.0,0.0,0.0,0.0,7953.0,22.0,31.0,0.0,31.0
0000000035-01-2019,7960.0,7.0,25.0,0.0,25.0,7960.0,0.0,0.0,0.0,0.0
0000000035-01-2020,8153.0,10.0,25.0,0.0,25.0,8166.0,13.0,25.0,0.0,25.0
0000000035-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000035-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000036-01-2010,938.0,51.0,87.0,0.0,87.0,980.0,42.0,69.0,0.0,69.0
0000000036-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000036-01-2018,1117.0,0.0,0.0,0.0,0.0,1117.0,0.0,0.0,0.0,0.0
0000000036-01-2019,1117.0,0.0,0.0,0.0,0.0,1117.0,0.0,0.0,0.0,0.0
0000000036-01-2020,1117.0,0.0,0.0,0.0,0.0,1117.0,0.0,0.0,0.0,0.0
0000000036-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000036-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000037-01-2010,3221.0,0.0,0.0,0.0,0.0,3222.0,1.0,25.0,0.0,25.0
0000000037-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000037-01-2018,196.0,0.0,0.0,0.0,0.0,210.0,14.0,25.0,0.0,25.0
0000000037-01-2019,375.0,20.0,25.0,0.0,25.0,396.0,21.0,28.0,0.0,28.0
0000000037-01-2020,590.0,21.0,28.0,0.0,28.0,611.0,21.0,28.0,0.0,28.0
0000000037-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000037-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000038-01-2010,927.0,15.0,25.0,0.0,25.0,955.0,28.0,41.0,0.0,41.0
0000000038-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000038-01-2018,1020.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0
0000000038-01-2019,2746.0,11.0,25.0,0.0,25.0,2757.0,11.0,25.0,0.0,25.0
0000000038-01-2020,2832.0,10.0,25.0,0.0,25.0,2843.0,11.0,25.0,0.0,25.0
0000000038-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000038-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000039-01-2010,486.0,18.0,25.0,0.0,25.0,530.0,44.0,73.0,0.0,73.0
0000000039-01-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000039-01-2018,3885.0,0.0,0.0,0.0,0.0,3896.0,11.0,25.0,0.0,25.0
0000000039-01-2019,5506.0,1410.0,4195.0,0.0,4195.0,5506.0,0.0,0.0,0.0,0.0
0000000039-01-2020,181.0,67.0,166.0,0.0,166.0,252.0,71.0,178.0,0.0,178.0
0000000039-01-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000039-01-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000040-01-2010,2697.0,4.0,25.0,0.0,25.0,2702.0,5.0,25.0,0.0,25.0
